timestamp,date,time,avg_speed,weather_type,weather_code,temperature,precipitation,intensity_30min,cars,trucks,busses
2023-10-02 08:00:00,2023-10-02,08:00:00,43.81,clear,1,18.6,0.0,894,703,138,53
2023-10-02 08:30:00,2023-10-02,08:30:00,45.99,clear,1,22.1,0.0,872,689,131,52
2023-10-02 09:00:00,2023-10-02,09:00:00,51.45,clear,1,11.6,0.0,677,528,91,58
2023-10-02 09:30:00,2023-10-02,09:30:00,56.65,clear,1,10.1,0.0,640,524,96,20
2023-10-02 10:00:00,2023-10-02,10:00:00,53.9,clear,1,22.9,0.0,553,452,74,27
2023-10-02 10:30:00,2023-10-02,10:30:00,54.62,clear,1,23.6,0.0,573,450,86,37
2023-10-02 11:00:00,2023-10-02,11:00:00,61.83,clear,1,20.7,0.0,483,392,62,29
2023-10-02 11:30:00,2023-10-02,11:30:00,59.33,clear,1,19.6,0.0,513,414,69,30
2023-10-02 12:00:00,2023-10-02,12:00:00,58.63,clear,1,14.5,0.0,482,388,68,26
2023-10-02 12:30:00,2023-10-02,12:30:00,58.38,clear,1,13.5,0.0,522,426,86,10
2023-10-02 13:00:00,2023-10-02,13:00:00,58.99,clear,1,15.2,0.0,503,404,76,23
2023-10-02 13:30:00,2023-10-02,13:30:00,60.02,clear,1,13.2,0.0,510,412,76,22
2023-10-02 14:00:00,2023-10-02,14:00:00,50.36,clear,1,16.9,0.0,572,455,88,29
2023-10-02 14:30:00,2023-10-02,14:30:00,59.65,clear,1,24.3,0.0,546,438,86,22
2023-10-02 15:00:00,2023-10-02,15:00:00,54.11,clear,1,17.1,0.0,600,474,84,42
2023-10-02 15:30:00,2023-10-02,15:30:00,54.58,clear,1,10.2,0.0,607,495,90,22
2023-10-02 16:00:00,2023-10-02,16:00:00,43.27,clear,1,13.6,0.0,827,648,131,48
2023-10-02 16:30:00,2023-10-02,16:30:00,44.45,clear,1,24.7,0.0,811,653,130,28
2023-10-02 17:00:00,2023-10-02,17:00:00,36.84,clear,1,16.5,0.0,981,771,140,70
2023-10-02 17:30:00,2023-10-02,17:30:00,42.54,clear,1,12.5,0.0,1044,827,141,76
2023-10-02 18:00:00,2023-10-02,18:00:00,42.12,clear,1,16.4,0.0,871,704,131,36
2023-10-02 18:30:00,2023-10-02,18:30:00,42.39,clear,1,19.3,0.0,842,687,123,32
2023-10-02 19:00:00,2023-10-02,19:00:00,51.4,clear,1,14.9,0.0,628,503,102,23
2023-10-02 19:30:00,2023-10-02,19:30:00,49.02,clear,1,15.1,0.0,650,518,106,26
2023-10-02 20:00:00,2023-10-02,20:00:00,63.73,clear,1,23.9,0.0,512,416,76,20
2023-10-02 20:30:00,2023-10-02,20:30:00,60.13,clear,1,17.3,0.0,500,398,70,32
2023-10-02 21:00:00,2023-10-02,21:00:00,69.28,clear,1,19.1,0.0,382,310,52,20
2023-10-02 21:30:00,2023-10-02,21:30:00,65.95,clear,1,14.4,0.0,402,316,65,21
2023-10-02 22:00:00,2023-10-02,22:00:00,72.84,clear,1,21.6,0.0,301,243,48,10
2023-10-02 22:30:00,2023-10-02,22:30:00,68.24,cloudy,2,10.4,0.0,310,243,50,17
2023-10-02 23:00:00,2023-10-02,23:00:00,81.29,cloudy,2,19.6,0.0,191,153,28,10
2023-10-02 23:30:00,2023-10-02,23:30:00,79.89,cloudy,2,22.6,0.0,194,155,28,11
2023-10-03 00:00:00,2023-10-03,00:00:00,89.91,cloudy,2,18.3,0.0,146,116,20,10
2023-10-03 00:30:00,2023-10-03,00:30:00,85.38,cloudy,2,22.6,0.0,150,119,22,9
2023-10-03 01:00:00,2023-10-03,01:00:00,89.84,cloudy,2,24.7,0.0,126,101,21,4
2023-10-03 01:30:00,2023-10-03,01:30:00,89.38,cloudy,2,14.4,0.0,122,97,15,10
2023-10-03 02:00:00,2023-10-03,02:00:00,96.02,cloudy,2,18.6,0.0,100,80,16,4
2023-10-03 02:30:00,2023-10-03,02:30:00,94.79,cloudy,2,11.8,0.0,100,80,16,4
2023-10-03 03:00:00,2023-10-03,03:00:00,92.73,cloudy,2,21.0,0.0,97,79,14,4
2023-10-03 03:30:00,2023-10-03,03:30:00,92.25,cloudy,2,20.1,0.0,102,80,15,7
2023-10-03 04:00:00,2023-10-03,04:00:00,91.86,cloudy,2,18.5,0.0,130,106,17,7
2023-10-03 04:30:00,2023-10-03,04:30:00,92.45,cloudy,2,14.0,0.0,121,95,17,9
2023-10-03 05:00:00,2023-10-03,05:00:00,77.89,cloudy,2,16.6,0.0,202,159,27,16
2023-10-03 05:30:00,2023-10-03,05:30:00,84.11,cloudy,2,23.1,0.0,206,168,32,6
2023-10-03 06:00:00,2023-10-03,06:00:00,59.59,cloudy,2,15.3,0.0,405,317,62,26
2023-10-03 06:30:00,2023-10-03,06:30:00,61.78,cloudy,2,19.1,0.0,385,309,54,22
2023-10-03 07:00:00,2023-10-03,07:00:00,46.21,cloudy,2,19.4,0.0,741,601,97,43
2023-10-03 07:30:00,2023-10-03,07:30:00,46.77,cloudy,2,18.9,0.0,717,578,118,21
2023-10-03 08:00:00,2023-10-03,08:00:00,41.68,cloudy,2,14.6,0.0,865,677,146,42
2023-10-03 08:30:00,2023-10-03,08:30:00,41.98,cloudy,2,17.6,0.0,861,702,131,28
2023-10-03 09:00:00,2023-10-03,09:00:00,50.89,cloudy,2,13.5,0.0,633,496,84,53
2023-10-03 09:30:00,2023-10-03,09:30:00,47.19,cloudy,2,21.6,0.0,669,529,97,43
2023-10-03 10:00:00,2023-10-03,10:00:00,58.92,cloudy,2,18.4,0.0,547,431,79,37
2023-10-03 10:30:00,2023-10-03,10:30:00,55.02,cloudy,2,16.5,0.0,541,438,75,28
2023-10-03 11:00:00,2023-10-03,11:00:00,55.75,cloudy,2,12.3,0.0,497,404,84,9
2023-10-03 11:30:00,2023-10-03,11:30:00,55.28,cloudy,2,10.8,0.0,520,413,70,37
2023-10-03 12:00:00,2023-10-03,12:00:00,55.62,cloudy,2,10.5,0.0,506,405,70,31
2023-10-03 12:30:00,2023-10-03,12:30:00,55.83,cloudy,2,19.4,0.0,476,384,79,13
2023-10-03 13:00:00,2023-10-03,13:00:00,57.12,cloudy,2,20.3,0.0,516,408,75,33
2023-10-03 13:30:00,2023-10-03,13:30:00,55.47,cloudy,2,14.0,0.0,495,388,79,28
2023-10-03 14:00:00,2023-10-03,14:00:00,52.7,cloudy,2,11.4,0.0,573,451,92,30
2023-10-03 14:30:00,2023-10-03,14:30:00,55.94,clear,1,19.6,0.0,538,434,85,19
2023-10-03 15:00:00,2023-10-03,15:00:00,55.56,clear,1,20.1,0.0,621,493,102,26
2023-10-03 15:30:00,2023-10-03,15:30:00,53.37,clear,1,14.5,0.0,584,476,95,13
2023-10-03 16:00:00,2023-10-03,16:00:00,43.7,clear,1,24.3,0.0,818,655,106,57
2023-10-03 16:30:00,2023-10-03,16:30:00,46.84,clear,1,16.2,0.0,816,637,121,58
2023-10-03 17:00:00,2023-10-03,17:00:00,42.3,clear,1,10.1,0.0,1000,780,164,56
2023-10-03 17:30:00,2023-10-03,17:30:00,39.12,clear,1,12.4,0.0,952,753,130,69
2023-10-03 18:00:00,2023-10-03,18:00:00,46.8,clear,1,10.3,0.0,836,661,114,61
2023-10-03 18:30:00,2023-10-03,18:30:00,46.48,clear,1,10.7,0.0,821,649,121,51
2023-10-03 19:00:00,2023-10-03,19:00:00,52.06,clear,1,11.1,0.0,677,529,96,52
2023-10-03 19:30:00,2023-10-03,19:30:00,50.81,clear,1,11.9,0.0,673,532,106,35
2023-10-03 20:00:00,2023-10-03,20:00:00,59.48,clear,1,23.5,0.0,496,399,80,17
2023-10-03 20:30:00,2023-10-03,20:30:00,60.52,clear,1,24.1,0.0,510,401,84,25
2023-10-03 21:00:00,2023-10-03,21:00:00,66.37,clear,1,24.2,0.0,396,317,65,14
2023-10-03 21:30:00,2023-10-03,21:30:00,64.25,clear,1,16.5,0.0,386,304,62,20
2023-10-03 22:00:00,2023-10-03,22:00:00,75.74,clear,1,17.7,0.0,287,230,47,10
2023-10-03 22:30:00,2023-10-03,22:30:00,72.77,clear,1,13.7,0.0,285,223,43,19
2023-10-03 23:00:00,2023-10-03,23:00:00,83.38,clear,1,12.4,0.0,193,150,30,13
2023-10-03 23:30:00,2023-10-03,23:30:00,83.44,clear,1,22.5,0.0,192,156,30,6
2023-10-04 00:00:00,2023-10-04,00:00:00,89.56,clear,1,15.5,0.0,151,122,24,5
2023-10-04 00:30:00,2023-10-04,00:30:00,91.16,clear,1,12.9,0.0,143,112,23,8
2023-10-04 01:00:00,2023-10-04,01:00:00,98.04,clear,1,13.4,0.0,121,98,19,4
2023-10-04 01:30:00,2023-10-04,01:30:00,96.61,clear,1,21.9,0.0,126,100,19,7
2023-10-04 02:00:00,2023-10-04,02:00:00,102.01,clear,1,20.4,0.0,98,77,13,8
2023-10-04 02:30:00,2023-10-04,02:30:00,103.33,clear,1,20.0,0.0,98,77,14,7
2023-10-04 03:00:00,2023-10-04,03:00:00,101.66,clear,1,22.7,0.0,95,74,16,5
2023-10-04 03:30:00,2023-10-04,03:30:00,100.86,clear,1,17.4,0.0,103,80,13,10
2023-10-04 04:00:00,2023-10-04,04:00:00,92.98,clear,1,12.1,0.0,122,98,18,6
2023-10-04 04:30:00,2023-10-04,04:30:00,92.84,clear,1,16.5,0.0,127,104,17,6
2023-10-04 05:00:00,2023-10-04,05:00:00,86.81,clear,1,11.5,0.0,194,155,30,9
2023-10-04 05:30:00,2023-10-04,05:30:00,84.82,clear,1,15.1,0.0,204,164,30,10
2023-10-04 06:00:00,2023-10-04,06:00:00,68.18,clear,1,15.4,0.0,388,310,55,23
2023-10-04 06:30:00,2023-10-04,06:30:00,64.74,clear,1,24.6,0.0,408,323,54,31
2023-10-04 07:00:00,2023-10-04,07:00:00,48.02,clear,1,19.7,0.0,732,591,123,18
2023-10-04 07:30:00,2023-10-04,07:30:00,45.47,clear,1,19.3,0.0,776,624,125,27
2023-10-04 08:00:00,2023-10-04,08:00:00,43.26,clear,1,24.8,0.0,855,699,114,42
2023-10-04 08:30:00,2023-10-04,08:30:00,44.87,clear,1,20.7,0.0,886,698,121,67
2023-10-04 09:00:00,2023-10-04,09:00:00,51.05,clear,1,10.3,0.0,624,487,88,49
2023-10-04 09:30:00,2023-10-04,09:30:00,51.9,clear,1,12.4,0.0,626,496,96,34
2023-10-04 10:00:00,2023-10-04,10:00:00,55.33,clear,1,21.8,0.0,556,452,86,18
2023-10-04 10:30:00,2023-10-04,10:30:00,59.74,clear,1,15.7,0.0,536,432,83,21
2023-10-04 11:00:00,2023-10-04,11:00:00,61.99,clear,1,12.8,0.0,479,379,70,30
2023-10-04 11:30:00,2023-10-04,11:30:00,57.82,clear,1,20.6,0.0,521,421,77,23
2023-10-04 12:00:00,2023-10-04,12:00:00,58.0,clear,1,21.3,0.0,496,404,80,12
2023-10-04 12:30:00,2023-10-04,12:30:00,59.37,clear,1,15.4,0.0,511,412,77,22
2023-10-04 13:00:00,2023-10-04,13:00:00,60.93,clear,1,23.3,0.0,504,398,85,21
2023-10-04 13:30:00,2023-10-04,13:30:00,59.85,clear,1,20.9,0.0,478,377,79,22
2023-10-04 14:00:00,2023-10-04,14:00:00,54.24,clear,1,22.1,0.0,568,450,89,29
2023-10-04 14:30:00,2023-10-04,14:30:00,57.86,clear,1,16.0,0.0,547,434,71,42
2023-10-04 15:00:00,2023-10-04,15:00:00,55.15,clear,1,12.5,0.0,578,466,88,24
2023-10-04 15:30:00,2023-10-04,15:30:00,53.47,clear,1,21.5,0.0,613,483,101,29
2023-10-04 16:00:00,2023-10-04,16:00:00,47.49,clear,1,19.8,0.0,796,642,120,34
2023-10-04 16:30:00,2023-10-04,16:30:00,49.8,clear,1,11.6,0.0,761,604,99,58
2023-10-04 17:00:00,2023-10-04,17:00:00,38.07,clear,1,16.4,0.0,972,783,143,46
2023-10-04 17:30:00,2023-10-04,17:30:00,41.56,clear,1,23.9,0.0,965,776,130,59
2023-10-04 18:00:00,2023-10-04,18:00:00,46.97,clear,1,15.5,0.0,835,655,110,70
2023-10-04 18:30:00,2023-10-04,18:30:00,44.73,clear,1,24.3,0.0,861,684,123,54
2023-10-04 19:00:00,2023-10-04,19:00:00,37.29,fog,5,6.9,0.0,657,536,110,11
2023-10-04 19:30:00,2023-10-04,19:30:00,36.18,fog,5,10.0,0.0,646,511,84,51
2023-10-04 20:00:00,2023-10-04,20:00:00,40.3,fog,5,7.8,0.0,483,389,70,24
2023-10-04 20:30:00,2023-10-04,20:30:00,40.28,fog,5,7.9,0.0,516,419,68,29
2023-10-04 21:00:00,2023-10-04,21:00:00,48.18,fog,5,7.3,0.0,402,319,60,23
2023-10-04 21:30:00,2023-10-04,21:30:00,43.41,fog,5,5.3,0.0,391,317,52,22
2023-10-04 22:00:00,2023-10-04,22:00:00,57.56,fog,5,6.1,0.0,288,235,44,9
2023-10-04 22:30:00,2023-10-04,22:30:00,55.35,fog,5,3.7,0.0,299,239,48,12
2023-10-04 23:00:00,2023-10-04,23:00:00,58.02,fog,5,1.6,0.0,199,160,28,11
2023-10-04 23:30:00,2023-10-04,23:30:00,59.26,fog,5,5.0,0.0,200,158,28,14
2023-10-05 00:00:00,2023-10-05,00:00:00,62.55,fog,5,8.0,0.0,156,126,20,10
2023-10-05 00:30:00,2023-10-05,00:30:00,65.4,fog,5,6.0,0.0,151,119,25,7
2023-10-05 01:00:00,2023-10-05,01:00:00,68.74,fog,5,5.8,0.0,128,103,19,6
2023-10-05 01:30:00,2023-10-05,01:30:00,66.8,fog,5,9.3,0.0,129,102,17,10
2023-10-05 02:00:00,2023-10-05,02:00:00,68.88,fog,5,8.3,0.0,96,77,14,5
2023-10-05 02:30:00,2023-10-05,02:30:00,67.73,fog,5,5.2,0.0,101,82,13,6
2023-10-05 03:00:00,2023-10-05,03:00:00,71.08,fog,5,3.0,0.0,97,76,15,6
2023-10-05 03:30:00,2023-10-05,03:30:00,72.17,fog,5,9.9,0.0,104,81,15,8
2023-10-05 04:00:00,2023-10-05,04:00:00,62.28,fog,5,9.8,0.0,120,95,20,5
2023-10-05 04:30:00,2023-10-05,04:30:00,65.57,fog,5,8.7,0.0,128,101,21,6
2023-10-05 05:00:00,2023-10-05,05:00:00,60.53,fog,5,6.5,0.0,190,154,31,5
2023-10-05 05:30:00,2023-10-05,05:30:00,59.41,fog,5,0.7,0.0,209,168,32,9
2023-10-05 06:00:00,2023-10-05,06:00:00,45.29,fog,5,5.7,0.0,395,317,60,18
2023-10-05 06:30:00,2023-10-05,06:30:00,49.93,fog,5,7.1,0.0,392,308,64,20
2023-10-05 07:00:00,2023-10-05,07:00:00,29.93,fog,5,6.1,0.0,779,612,127,40
2023-10-05 07:30:00,2023-10-05,07:30:00,33.04,fog,5,0.7,0.0,720,579,110,31
2023-10-05 08:00:00,2023-10-05,08:00:00,28.91,fog,5,8.4,0.0,896,701,140,55
2023-10-05 08:30:00,2023-10-05,08:30:00,31.54,fog,5,2.2,0.0,898,711,117,70
2023-10-05 09:00:00,2023-10-05,09:00:00,35.85,fog,5,4.5,0.0,658,515,88,55
2023-10-05 09:30:00,2023-10-05,09:30:00,36.36,fog,5,1.1,0.0,682,555,98,29
2023-10-05 10:00:00,2023-10-05,10:00:00,37.87,fog,5,7.4,0.0,539,435,77,27
2023-10-05 10:30:00,2023-10-05,10:30:00,38.58,fog,5,0.3,0.0,568,457,94,17
2023-10-05 11:00:00,2023-10-05,11:00:00,60.83,clear,1,18.1,0.0,516,418,82,16
2023-10-05 11:30:00,2023-10-05,11:30:00,62.18,clear,1,17.5,0.0,481,388,66,27
2023-10-05 12:00:00,2023-10-05,12:00:00,61.46,clear,1,13.5,0.0,505,409,66,30
2023-10-05 12:30:00,2023-10-05,12:30:00,60.37,clear,1,21.2,0.0,497,398,68,31
2023-10-05 13:00:00,2023-10-05,13:00:00,59.18,clear,1,20.2,0.0,490,391,68,31
2023-10-05 13:30:00,2023-10-05,13:30:00,62.38,clear,1,15.5,0.0,513,409,84,20
2023-10-05 14:00:00,2023-10-05,14:00:00,56.67,clear,1,23.9,0.0,552,436,82,34
2023-10-05 14:30:00,2023-10-05,14:30:00,58.59,clear,1,15.1,0.0,548,446,83,19
2023-10-05 15:00:00,2023-10-05,15:00:00,53.93,clear,1,10.1,0.0,598,470,87,41
2023-10-05 15:30:00,2023-10-05,15:30:00,52.76,clear,1,14.0,0.0,621,496,95,30
2023-10-05 16:00:00,2023-10-05,16:00:00,47.1,clear,1,19.1,0.0,783,634,116,33
2023-10-05 16:30:00,2023-10-05,16:30:00,45.84,clear,1,11.1,0.0,824,651,122,51
2023-10-05 17:00:00,2023-10-05,17:00:00,38.32,clear,1,14.0,0.0,986,800,140,46
2023-10-05 17:30:00,2023-10-05,17:30:00,35.44,clear,1,21.8,0.0,1034,839,160,35
2023-10-05 18:00:00,2023-10-05,18:00:00,45.17,clear,1,18.7,0.0,835,654,114,67
2023-10-05 18:30:00,2023-10-05,18:30:00,45.32,clear,1,21.4,0.0,810,662,118,30
2023-10-05 19:00:00,2023-10-05,19:00:00,55.9,clear,1,18.2,0.0,666,543,92,31
2023-10-05 19:30:00,2023-10-05,19:30:00,50.33,clear,1,15.8,0.0,661,535,99,27
2023-10-05 20:00:00,2023-10-05,20:00:00,59.7,clear,1,21.2,0.0,501,398,69,34
2023-10-05 20:30:00,2023-10-05,20:30:00,63.37,clear,1,15.4,0.0,478,378,68,32
2023-10-05 21:00:00,2023-10-05,21:00:00,63.52,clear,1,21.1,0.0,389,312,56,21
2023-10-05 21:30:00,2023-10-05,21:30:00,68.66,clear,1,23.9,0.0,386,307,59,20
2023-10-05 22:00:00,2023-10-05,22:00:00,75.34,clear,1,12.9,0.0,299,238,41,20
2023-10-05 22:30:00,2023-10-05,22:30:00,77.1,clear,1,20.1,0.0,285,228,45,12
2023-10-05 23:00:00,2023-10-05,23:00:00,87.77,clear,1,13.5,0.0,194,156,25,13
2023-10-05 23:30:00,2023-10-05,23:30:00,81.78,clear,1,14.7,0.0,204,165,29,10
2023-10-06 00:00:00,2023-10-06,00:00:00,93.89,clear,1,17.8,0.0,148,117,24,7
2023-10-06 00:30:00,2023-10-06,00:30:00,94.05,clear,1,16.8,0.0,144,117,19,8
2023-10-06 01:00:00,2023-10-06,01:00:00,97.25,clear,1,17.5,0.0,119,96,18,5
2023-10-06 01:30:00,2023-10-06,01:30:00,93.93,clear,1,14.7,0.0,119,96,17,6
2023-10-06 02:00:00,2023-10-06,02:00:00,101.39,clear,1,19.4,0.0,99,78,15,6
2023-10-06 02:30:00,2023-10-06,02:30:00,101.37,clear,1,13.7,0.0,104,85,14,5
2023-10-06 03:00:00,2023-10-06,03:00:00,97.67,clear,1,21.2,0.0,101,79,13,9
2023-10-06 03:30:00,2023-10-06,03:30:00,102.44,clear,1,13.6,0.0,101,81,14,6
2023-10-06 04:00:00,2023-10-06,04:00:00,94.14,clear,1,18.9,0.0,123,96,19,8
2023-10-06 04:30:00,2023-10-06,04:30:00,102.02,clear,1,12.4,0.0,125,97,16,12
2023-10-06 05:00:00,2023-10-06,05:00:00,85.63,clear,1,10.8,0.0,194,154,27,13
2023-10-06 05:30:00,2023-10-06,05:30:00,85.2,clear,1,19.5,0.0,197,158,30,9
2023-10-06 06:00:00,2023-10-06,06:00:00,65.84,clear,1,20.3,0.0,391,317,58,16
2023-10-06 06:30:00,2023-10-06,06:30:00,66.13,clear,1,10.1,0.0,385,315,55,15
2023-10-06 07:00:00,2023-10-06,07:00:00,49.71,clear,1,23.6,0.0,747,595,105,47
2023-10-06 07:30:00,2023-10-06,07:30:00,45.24,clear,1,12.4,0.0,766,611,119,36
2023-10-06 08:00:00,2023-10-06,08:00:00,46.22,clear,1,21.8,0.0,856,677,141,38
2023-10-06 08:30:00,2023-10-06,08:30:00,42.84,clear,1,15.1,0.0,924,747,142,35
2023-10-06 09:00:00,2023-10-06,09:00:00,47.76,clear,1,18.8,0.0,639,518,89,32
2023-10-06 09:30:00,2023-10-06,09:30:00,50.97,clear,1,21.3,0.0,648,517,98,33
2023-10-06 10:00:00,2023-10-06,10:00:00,61.23,clear,1,20.5,0.0,547,433,73,41
2023-10-06 10:30:00,2023-10-06,10:30:00,53.0,clear,1,23.9,0.0,568,443,77,48
2023-10-06 11:00:00,2023-10-06,11:00:00,59.69,clear,1,23.7,0.0,514,401,86,27
2023-10-06 11:30:00,2023-10-06,11:30:00,58.96,clear,1,17.0,0.0,486,387,65,34
2023-10-06 12:00:00,2023-10-06,12:00:00,58.2,clear,1,21.9,0.0,511,408,79,24
2023-10-06 12:30:00,2023-10-06,12:30:00,60.08,clear,1,20.0,0.0,496,390,65,41
2023-10-06 13:00:00,2023-10-06,13:00:00,61.64,clear,1,20.1,0.0,479,379,64,36
2023-10-06 13:30:00,2023-10-06,13:30:00,60.96,clear,1,12.6,0.0,499,395,71,33
2023-10-06 14:00:00,2023-10-06,14:00:00,54.33,clear,1,23.9,0.0,571,454,96,21
2023-10-06 14:30:00,2023-10-06,14:30:00,53.28,clear,1,20.1,0.0,567,459,75,33
2023-10-06 15:00:00,2023-10-06,15:00:00,52.88,clear,1,22.7,0.0,585,476,76,33
